the_geom,Serial,stopID,stopCode,stopName,Lon,Lat,Shelby County Zip Codes,Memphis 3.0 Focus Anchors Buffers,Memphis 3.0 Planning Districts,City Council Districts
POINT (-90.00044199999996 35.142577000000074),2287,1898,POPHAWEF,POPLAR@HAWTHORNE,-90.000442,35.142577,4,,8,4
POINT (-90.04110499999996 35.11568500000004),1741,4357,MCLSOREN,MCLEMORE AVE@SORLEANS ST,-90.041105,35.115685,6,5,14,6
POINT (-89.94500699999998 35.174086000000045),432,4515,CHENHIWF,CHELSEA AVE@NHIGHLAND,-89.945007,35.174086,8,,6,7
POINT (-89.81435199999999 35.174117000000024),135,6705,APPMAYSN,APPLING RD@MAY APPLE DR,-89.814352,35.174117,34,,,
POINT (-89.97505699999994 35.183944000000054),1156,1534,HOLMIDNF,HOLLYWOOD@MIDWAY,-89.975057,35.183944,8,,7,7
POINT (-89.97926699999994 35.21980000000008),908,1253,FRATREWF,FRAYSER@TREZEVANT,-89.979267,35.2198,23,,1,7
POINT (-89.98927499999996 35.141766000000075),2252,2065,POPCO2WN,POPLAR@COOPER,-89.989275,35.141766,11,,8,4
POINT (-89.99057299999998 35.12831700000004),534,3387,COOCOWNN,COOPER@COWDEN,-89.990573,35.128317,4,,8,4
POINT (-89.86925499999995 35.099860000000035),2066,2139,PARLYNWF,PARK@LYNNFIELD,-89.869255,35.09986,18,,4,2
POINT (-90.00219099999998 35.11745700000006),1533,5700,LAMSMCWF,LAMAR AVE@SMCLEAN,-90.002191,35.117457,13,,8,5
POINT (-90.03541599999994 35.143745000000024),15,832,ADAMANEN,ADAMS AVE@MANASSAS ST,-90.035416,35.143745,5,,8,7
POINT (-90.00562599999995 35.21755600000006),903,6868,FRARINEF,FRAYSER@RINEY,-90.005626,35.217556,23,,1,7
POINT (-89.97566599999999 35.21993100000003),2477,1573,RANFRASF,RANGE LINE@FRAYSER,-89.975666,35.219931,23,,1,1
POINT (-90.02569199999994 35.154975000000036),1945,3558,NPADECWF,N PARKWAY@DECATUR,-90.025692,35.154975,5,,8,7
POINT (-89.85799299999996 35.00569800000005),1119,2531,HOLDISEN,HOLMES@DISTRIPLEX FARM,-89.857993,35.005698,31,,11,3
POINT (-90.07802699999996 35.03072100000003),3126,7141,THIWPASF,THIRD@WESTERN PARK,-90.078027,35.030721,9,,13,6
POINT (-89.97664799999995 35.150487000000055),2914,6534,SUMHOLEF,SUMMER AVE@HOLLYWOOD ST,-89.976648,35.150487,11,,9,4
POINT (-89.84199699999994 35.20490500000005),2820,978,STAKI1WM,STAGE@KIRBY WHITTEN,-89.841997,35.204905,28,,,
POINT (-89.90654299999994 35.100490000000036),2165,3139,PERDEENN,PERKINS@DEE RD,-89.906543,35.10049,16,,9,4
POINT (-90.02864999999997 35.211490000000026),1813,6882,MILWHINF,MILLINGTON@WHITNEY,-90.02865,35.21149,23,,1,7
POINT (-90.03300299999995 35.09740700000003),1701,4745,MARWOOSN,MARJORIE@WOODLAND,-90.033003,35.097407,6,,14,6
POINT (-89.95447099999996 35.014309000000026),2996,7122,TCHMELNF,TCHULAHOMA@MELODYWOOD,-89.954471,35.014309,17,,11,3
POINT (-90.01837899999998 35.09935800000005),729,5115,ELVPERSF,ELVIS PRESLEY@PERSON,-90.018379,35.099358,6,,14,6
POINT (-90.03577899999999 35.175193000000036),3134,662,THOFI2OB,THOMAS ST@FIRESTONE,-90.035779,35.175193,7,,7,7
POINT (-89.95283599999999 35.129921000000024),2296,2049,POPHOLWN,POPLAR AVE@HOLMES ST,-89.952836,35.129921,10,,9,4
POINT (-90.00330499999995 35.22329200000007),3437,1498,WATSUTSM,WATKINS@SUTTON,-90.003305,35.223292,23,,1,7
POINT (-89.95856699999996 35.123527000000024),333,3500,CENLAFEF,LAFAYETTE ST@ CENTRAL,-89.958567,35.123527,10,,9,4
POINT (-90.04695499999997 35.12342600000005),3465,4318,WELALSNN,WELLINGTON ST@ALSTON AVE,-90.046955,35.123426,22,2,14,6
POINT (-89.92056499999995 35.131323000000066),3358,3072,WALWOOEF,WALNUT GROVE RD@WOOD GROVE,-89.920565,35.131323,16,,9,4
POINT (-90.02133899999995 35.12420400000008),186,4260,BELHEISN,BELLEVUE@HEISTAN PL,-90.021339,35.124204,4,,8,6
POINT (-90.00054899999998 35.06074000000007),271,5301,BROSTAEN,BROOKS RD@STARNES CV,-90.000549,35.06074,15,,12,3
POINT (-90.00449599999996 35.172938000000045),470,1601,CHEWI1WM,CHELSEA@WILLETT,-90.004496,35.172938,8,,7,7
POINT (-89.86628999999994 35.05014600000004),3558,1812,WINHICWN,WINCHESTER@HICKORY HILL,-89.86629,35.050146,14,,11,3
POINT (-90.10528999999997 35.04969100000005),792,5588,FIEOUTWN,FIELDS@OUTLET RD,-90.10529,35.049691,9,,13,6
POINT (-89.89984999999996 35.02072300000003),2621,2424,SHELAMWF,SHELBY DR @ LAMAR AVE,-89.89985,35.020723,17,,11,3
POINT (-89.94229299999995 35.16153700000007),1602,3204,MACGORWN,MACON RD@GORDON ST,-89.942293,35.161537,20,,6,7
POINT (-89.93560399999996 35.08678100000003),662,4193,ELLECHEN,ELLISTON@ECHLES,-89.935604,35.086781,10,,5,5
POINT (-90.05540199999996 35.10239000000007),3040,5072,THIEPENF,THIRD@E PERSON,-90.055402,35.10239,6,,14,6
POINT (-89.86287599999997 35.10265500000003),2358,2015,POPRIDWN,POPLAR@RIDGEWAY LOOP,-89.862876,35.102655,19,,4,2
POINT (-90.02217199999996 35.137306000000024),3212,3034,UNIPASEN,UNION AVE@PASADENA PL,-90.022172,35.137306,4,,8,6
POINT (-89.94694199999998 35.07229700000005),1519,5677,LAMPEAWN,LAMAR AVE@PEARSON RD,-89.946942,35.072297,17,,11,5
POINT (-89.84599799999995 35.04107300000004),1440,7228,KIRWILSN,KIRBY@WILDWIND,-89.845998,35.041073,14,,10,3
POINT (-89.88062099999996 35.10651000000007),2353,1950,POPREDEN,POPLAR@REDDOCH,-89.880621,35.10651,18,,4,4
POINT (-89.94293899999997 35.05196900000004),3587,1760,WINPREEF,WINCHESTER@PRESCOTT,-89.942939,35.051969,17,,11,3
POINT (-90.06531399999994 35.09972700000003),1388,2254,KANKIRSN,KANSAS@KIRK,-90.065314,35.099727,9,,14,6
POINT (-89.77844699999997 35.202469000000065),1907,4024,NEWSTANM,NEW BRUNSWICK R@STAGE RD,-89.778447,35.202469,27,,3,1
POINT (-89.92073699999997 35.162037000000055),1630,3944,MACVAUEN,MACON@VAUGHN,-89.920737,35.162037,20,,6,4
POINT (-89.96541199999996 35.094884000000036),1418,4173,KIMKIMEN,KIMBALL AVE@KIMBALL CV,-89.965412,35.094884,13,,5,5
POINT (-90.03433399999994 35.13853500000005),3192,3031,UNIDUNEM,UNION AVE@DUNLAP ST,-90.034334,35.138535,3,,8,6
POINT (-89.94507899999996 35.136401000000035),1067,3219,HIGOAKSF,HIGHLAND ST@OAKLEY,-89.945079,35.136401,10,,9,4
POINT (-90.00847099999999 35.16441400000008),3275,4553,VOLMCNEN,VOLLINTINE@MCNEIL,-90.008471,35.164414,7,,8,7
POINT (-89.98648199999997 35.216999000000044),868,1383,FRAARDEN,FRAYSER@ARDMORE,-89.986482,35.216999,23,,1,7
POINT (-89.97795599999995 35.15780700000005),1278,3915,JACMCCEF,JACKSON@MCCONNELL ST,-89.977956,35.157807,11,,6,4
POINT (-89.94656399999997 35.10797400000007),2051,2166,PARHIGWF,PARK AVE@HIGHLAND ST,-89.946564,35.107974,10,,9,4
POINT (-89.94498699999997 35.13186100000007),1078,3288,HIGWA1NN,HIGHLAND@WALNUT GROVE,-89.944987,35.131861,10,,9,4
POINT (-89.94148299999995 35.12318800000003),349,3514,CENPATWF,CENTRAL AVE@PATTERSON,-89.941483,35.123188,10,,9,4
POINT (-90.00618899999995 35.12645800000007),356,7037,CENROZWN,CENTRAL@ROZELLE,-90.006189,35.126458,4,,8,4
POINT (-89.90700099999998 35.087844000000075),2162,2821,PERDEANF,PERKINS@DEARING RD,-89.907001,35.087844,16,,9,5
POINT (-90.06190399999997 35.12879000000004),841,4465,FLOWCASM,FLORIDA@WCAROLINA,-90.061904,35.12879,3,,8,6
POINT (-90.03594699999996 35.09424400000006),103,6592,ALIBENWN,ALICE AVE@BENTON ST,-90.035947,35.094244,6,,14,6
POINT (-89.91599699999995 35.14663500000006),3383,1103,WARSTANM,WARING@STANLEY,-89.915997,35.146635,20,,9,4
POINT (-90.04807599999998 35.14982500000008),3044,642,THIEXCNM,3RD ST@EXCHANGE AVE,-90.048076,35.149825,5,,8,7
POINT (-90.02052799999996 35.128288000000055),1474,5732,LAMBELEF,LAMAR AVE@BELLEVUE BLVD,-90.020528,35.128288,4,,8,6
POINT (-90.05942399999998 35.13288300000005),935,500,GEPMAIWF,GE PATTERSON@MAIN (Central Station),-90.059424,35.132883,3,,8,6
POINT (-89.91060499999998 35.13124700000003),3305,2974,WALGROWN,WALNUT GROVE RD@GROVE PARK RD,-89.910605,35.131247,16,,9,4
POINT (-90.04086299999994 35.139725000000055),3211,3028,UNIMYREM,UNION AVE@MYRTLE ST,-90.040863,35.139725,3,,8,6
POINT (-89.90178099999997 35.042471000000035),1978,7195,OUTWARSF,OUTLAND@WARRINGTON,-89.901781,35.042471,17,,11,3
POINT (-89.99744799999996 35.07856900000007),100,6119,ALCTHAWN,ALCY@THAMES,-89.997448,35.078569,13,,14,5
POINT (-89.99890799999997 35.07829200000003),91,4695,ALCLAPEN,ALCY RD@LAPALOMA ST,-89.998908,35.078292,13,,14,5
POINT (-90.04018799999994 35.163261000000034),401,1623,CHEFIFEN,CHELSEA@FIFTH,-90.040188,35.163261,7,,7,7
POINT (-89.89660199999997 35.02048600000006),2620,2474,SHELAMEF,SHELBY@LAMAR,-89.896602,35.020486,17,,11,3
POINT (-90.00396099999995 35.20760000000007),3443,1504,WATWHISF,WATKINS@WHITNEY,-90.003961,35.2076,23,,1,7
POINT (-89.87544299999996 35.05026000000004),3530,1775,WINCLAEN,WINCHESTER@CLARKE,-89.875443,35.05026,14,,10,3
POINT (-89.98397899999998 35.16735600000004),2765,4534,SPRHOWSN,SPRINGDALE@HOWELL,-89.983979,35.167356,8,,7,7
POINT (-89.97326599999997 35.13707100000005),2251,2056,POPCO1WN,POPLAR@COLLINS,-89.973266,35.137071,11,,9,4
POINT (-90.02157499999998 35.11816300000004),175,4263,BELBEESN,BELLEVUE@BEECHWOOD,-90.021575,35.118163,6,,14,5
POINT (-89.95470299999994 35.02134300000006),3001,208,TCHSH1SN,TCHULAHOMA RD @ SHELBY DR,-89.954703,35.021343,17,,11,3
POINT (-89.93736299999995 35.17813200000006),1286,3726,JACORCSN,JACKSON AVE@ORCHI,-89.937363,35.178132,8,,6,7
POINT (-90.01975699999997 35.02140700000007),781,5394,FARSHENF,FARONIA@SHELBY DR,-90.019757,35.021407,15,,12,3
POINT (-90.02152799999999 35.13975500000004),191,3886,BELMADNF,BELLEVUE@MADISON WB,-90.021528,35.139755,4,,8,6
POINT (-89.96137899999997 35.145613000000026),3165,6551,TILPRISN,TILLMAN ST@PRINCETON AVE,-89.961379,35.145613,11,6,9,4
POINT (-90.04724099999999 35.13130800000005),602,4323,DANSTPNN,DANNY THOMAS@ST PAUL,-90.047241,35.131308,22,,8,6
POINT (-89.91628699999995 35.062564000000066),1445,6902,KNIDANEN,KNIGHT ARNOLD@DANVILLE,-89.916287,35.062564,17,,11,5
POINT (-90.05964499999999 35.055326000000036),3606,1714,WINTHIWN,WINCHESTER RD@3RD ST,-90.059645,35.055326,9,,12,6
POINT (-90.03696699999995 35.08785400000005),2397,6601,PRODAVSF,PROSPECT@DAVANT,-90.036967,35.087854,6,,14,6
POINT (-89.93282299999998 35.18291100000005),1308,4008,JACWA2NM,JACKSON@WALES,-89.932823,35.182911,8,,6,7
POINT (-90.07298799999995 35.050456000000054),995,5902,GLEDAGEF,GLENCO@DAGGETT RD,-90.072988,35.050456,9,,13,6
POINT (-90.03241699999995 35.143432000000075),7,834,ADADUNEF,ADAMS AVE@DUNLAP ST,-90.032417,35.143432,3,,8,6
POINT (-89.91662399999996 35.131702000000075),3389,1096,WARWALSM,WARING@WALNUT GROVE,-89.916624,35.131702,16,,9,4
POINT (-89.98658399999994 35.13372100000004),3194,3051,UNIEDGEN,UNION AVE@EDGEWOOD ST,-89.986584,35.133721,4,,8,4
POINT (-90.04884099999998 35.02347100000003),1086,5445,HODBERSF,HODGE@BERTA RD,-90.048841,35.023471,9,,13,6
POINT (-89.88601299999999 35.053825000000074),1767,1854,MENNEWNN,MENDENHALL@NEWBERRY,-89.886013,35.053825,14,,11,5
POINT (-90.02356099999997 35.035476000000074),2438,5404,RAIPACEN,RAINES@PACE,-90.023561,35.035476,15,1,12,3
POINT (-90.00206999999995 35.05349300000006),3525,1747,WINCAZEN,WINCHESTER@CAZASSA,-90.00207,35.053493,15,,12,3
POINT (-90.04370399999999 35.02094100000005),2672,5424,SHETULWF,SHELBY DR@TUILANE,-90.043704,35.020941,9,,13,6
POINT (-89.97628999999995 35.12575000000004),329,3321,CENHOLWF,CENTRAL AVE@HOLLYWOOD,-89.97629,35.12575,4,,8,4
POINT (-90.07550899999995 35.05723000000006),2535,5787,ROCJENNN,ROCHESTER@JENSON,-90.075509,35.05723,9,,13,6
POINT (-89.91906799999998 35.12132100000008),2280,1932,POPGREEF,POPLAR@GREENFIELD,-89.919068,35.121321,16,,9,4
POINT (-90.07356399999998 35.06667700000003),2137,5887,PEEROCEN,PEEBLES@ROCHESTER,-90.073564,35.066677,9,,13,6
POINT (-89.86945499999996 35.16332100000005),2661,4140,SHESUMWM,SHELBY OAKS@SUMMER AVE,-89.869455,35.163321,28,,3,1
POINT (-90.00584199999997 35.07782300000002),93,7116,ALCMANWN,ALCY@MANCHESTER,-90.005842,35.077823,13,,14,5
POINT (-90.03663599999999 35.06175700000006),248,5290,BROLAKEN,BROOKS RD@LAKEVIEW RD,-90.036636,35.061757,15,,12,6
POINT (-89.82931499999995 35.20460300000008),2856,1028,STAVANEN,STAGE@VAN DER VEER,-89.829315,35.204603,27,,3,1
POINT (-89.88546799999995 35.05062400000003),3574,1819,WINMENWN,WINCHESTER@MENDENHALL,-89.885468,35.050624,14,,11,5
POINT (-89.89952499999998 35.20722800000004),2800,992,STACREWM,STAGE@CREEK VIEW DR,-89.899525,35.207228,24,,2,1
POINT (-89.88805099999996 35.20638800000006),2826,988,STALYNWN,STAGE@LYNCHBURG,-89.888051,35.206388,28,,2,1
POINT (-90.06275899999997 35.09244300000006),817,4967,FLOFERNN,FLORIDA@FERNWOOD,-90.062759,35.092443,9,,14,6
POINT (-89.99878999999999 35.09796300000005),1553,4625,LAPFRINN,LAPALOMA@FRISCO,-89.99879,35.097963,13,,14,5
POINT (-90.02523899999994 35.038587000000064),711,5143,ELVLAUSF,ELVIS PRESLEY@LAUDEEN,-90.025239,35.038587,15,1,12,6
POINT (-89.95971999999995 35.05234400000006),3514,1756,WINBISEN,WINCHESTER@BISHOPS BRIDGE,-89.95972,35.052344,17,,11,3
POINT (-90.01952099999994 35.07826700000004),679,5126,ELVALCSN,ELVIS PRESLEY@ALCY,-90.019521,35.078267,6,,14,6
POINT (-89.94116399999996 35.16124000000008),1597,3203,MACBILWN,MACON RD@BILTMORE,-89.941164,35.16124,20,,6,7
POINT (-89.87373999999994 35.05022100000008),3541,1776,WINFOXEM,WINCHESTER@FOX MEADOWS,-89.87374,35.050221,14,,10,3
POINT (-90.05606699999998 35.09396200000003),3051,4995,THIFERSM,THIRD@FERNWOOD,-90.056067,35.093962,9,,14,6
POINT (-89.93847699999998 35.10778700000003),2024,2162,PARECHWN,PARK@ECHLES,-89.938477,35.107787,10,,9,4
POINT (-89.97993599999995 35.244436000000064),1032,7108,HAWSUNEN,HAWKINS MILL@SUNCREST,-89.979936,35.244436,23,,1,7
POINT (-89.98217199999999 35.14030400000007),2267,2062,POPEPAWN,POPLAR@EAST PARKWAY,-89.982172,35.140304,11,,9,4
POINT (-90.05147799999997 35.135500000000036),3245,793,VANHERWN,VANCE@HERNANDO,-90.051478,35.1355,22,,8,6
POINT (-89.80147899999997 35.20446300000003),2814,1034,STAKATEF,STAGE@KATE BOND,-89.801479,35.204463,27,,3,1
POINT (-89.93423099999995 35.131804000000045),3297,2982,WALEASWF,WALNUT GROVE RD@EASTLAND ST,-89.934231,35.131804,10,,9,4
POINT (-89.97539099999995 35.173587000000055),1914,3624,NHOHUBNN,N HOLLYWOOD@HUBBARD,-89.975391,35.173587,8,,7,7
POINT (-90.03070399999996 35.11556600000006),1715,48,MCLCOLWN,MCLEMORE AVE@COLLEGE ST,-90.030704,35.115566,6,5,14,5
POINT (-89.93115899999998 35.09248700000006),975,373,GETKIMSF,GETWELL@KIMBALL,-89.931159,35.092487,10,,5,5
POINT (-90.06508399999996 35.06312900000006),250,5280,BROLOTEF,BROOKS RD@LOTUS,-90.065084,35.063129,9,,13,6
POINT (-89.82215299999996 35.04889000000003),3593,1788,WINRIVEF,WINCHESTER@RIVERDALE BEND,-89.822153,35.04889,21,,10,2
POINT (-90.04242199999999 35.20580200000006),3488,1359,WHISINEN,WHITNEY@SINCLAIR,-90.042422,35.205802,23,,1,7
POINT (-89.96231199999994 35.160326000000055),1314,3740,JACWARSN,JACKSON@WARFORD,-89.962312,35.160326,8,,7,7
POINT (-90.00986599999999 35.12235800000008),1544,5705,LAMWILWN,LAMAR AVE@WILLETT,-90.009866,35.122358,13,,8,5
POINT (-89.93393599999996 35.08683600000006),665,4151,ELLHARWN,ELLISTON@HARVILLE ST,-89.933936,35.086836,10,,5,5
POINT (-89.99274999999994 35.242113000000074),1031,1472,HAWOVEEF,HAWKINS MILLS@OVERTONCROSSING,-89.99275,35.242113,23,,1,7
POINT (-89.90761799999996 35.11017000000004),2210,3142,PERWINNF,PERKINS@WINDERMERE,-89.907618,35.11017,16,,9,4
POINT (-89.99283799999995 35.11014000000006),2756,165,SPKCOOWF,S PARKWAY@COOPER,-89.992838,35.11014,13,,8,5
POINT (-89.95179999999993 35.14926800000006),2915,4099,SUMHOLEN,SUMMER AVE@HOLMES ST,-89.9518,35.149268,11,,9,4
POINT (-89.88726199999996 35.10507300000006),2079,2144,PARPARWN,PARK@PARK VALLEY,-89.887262,35.105073,18,,4,4
POINT (-89.98501799999997 35.10883000000007),65,3333,AIRPARSN,AIRWAYS BLVD@PARK AVE,-89.985018,35.10883,13,,5,5
POINT (-90.04989499999994 35.13533000000007),3244,792,VANFOUWN,VANCE@FOURTH,-90.049895,35.13533,22,,8,6
POINT (-89.91216699999995 35.20626200000004),2837,996,STASCHWN,STAGE@SCHEIBLER,-89.912167,35.206262,24,,2,1
POINT (-89.86642699999999 35.027480000000025),1038,6357,HICASHSN,HICKORY HILL@ASHRIDGE PL,-89.866427,35.02748,31,,10,3
POINT (-89.96954199999999 35.11570000000006),2705,3484,SOUJOSWN,SOUTHERN AVE@JOSEPHINE,-89.969542,35.1157,10,,9,4
POINT (-90.02114099999994 35.12904600000007),190,4257,BELLAMSN,BELLEVUE BLVD@LAMAR AVE,-90.021141,35.129046,4,,8,6
POINT (-90.02647799999994 35.11547500000006),1740,4269,MCLSOMWF,MCLEMORE AVE@SOMERVILLE ST,-90.026478,35.115475,6,5,14,5
POINT (-89.99672799999996 35.20776600000005),3493,1645,WHIWOOEF,WHITNEY@WOODLAWN,-89.996728,35.207766,23,,1,7
POINT (-90.08537999999999 35.04674600000004),604,6953,DEERCOVE,DEERSKIN DR@DEERSKIN COVE,-90.08538,35.046746,9,,13,6
POINT (-89.86633499999994 35.020661000000075),1050,6358,HICSHESN,HICKORY HILL@SHELBY DR,-89.866335,35.020661,31,,10,3
POINT (-90.00104599999997 35.16072800000006),1242,3904,JACEVEEN,JACKSON@EVERGREEN,-90.001046,35.160728,7,,8,7
POINT (-90.05237899999997 35.11402500000003),1563,4823,LATLUCNN,LATHAM@LUCY,-90.052379,35.114025,6,,14,6
POINT (-90.02883899999995 35.21146300000004),1804,2078,MILSHISN,MILLINGTON@WHITNEY,-90.028839,35.211463,23,,1,7
POINT (-89.93112599999995 35.03731600000003),74,2604,AIRRAINF,AIR PARK ST @ RAINES RD,-89.931126,35.037316,17,,11,3
POINT (-89.90843799999999 35.12004600000006),2147,3145,PERALDNM,PERKINS@ALDERSGATE,-89.908438,35.120046,16,,9,4
POINT (-90.01495599999998 35.21470100000005),2875,1373,STEGRENN,STEELE@GREENDALE,-90.014956,35.214701,23,,1,7
POINT (-89.95466099999999 35.13048500000008),2313,2050,POPMARWM,POPLAR AVE@MARNE ST,-89.954661,35.130485,10,,9,4
POINT (-89.90607099999994 35.16083900000007),1707,1117,MCCSTREN,MCCRORY@STRATFORD,-89.906071,35.160839,20,,6,4
POINT (-89.98211899999995 35.108506000000034),2039,2185,PARGRAWN,PARK@GRAND,-89.982119,35.108506,13,,5,5
POINT (-89.98313499999995 35.21821200000005),888,1254,FRAMOUWM,FRAYSER@MOUNTAINTERRACE,-89.983135,35.218212,23,,1,7
POINT (-89.93077899999997 35.10693800000007),982,3163,GETPARSF,GETWELL RD@PARK AVE,-89.930779,35.106938,10,,9,5
POINT (-90.02647499999995 35.061664000000064),253,5250,BROLUCWM,BROOKS@LUCIBILL,-90.026475,35.061664,15,,12,6
POINT (-89.94380399999994 35.19904400000007),1331,1232,JAMHIGEF,JAMES@HIGHLAND,-89.943804,35.199044,24,,2,7
POINT (-89.99554699999999 35.134629000000075),3216,3046,UNIREMEN,UNION AVE@REMBERT ST,-89.995547,35.134629,4,,8,4
POINT (-89.92147699999998 35.066092000000026),1000,2701,GOOARRSM,GOODLETT ST@ARROWOOD,-89.921477,35.066092,17,,11,5
POINT (-89.79315799999995 35.17753600000003),949,903,GERWOOSF,GERMANTOWN PKY@WOODCHASE,-89.793158,35.177536,34,,3,1
POINT (-90.03561199999996 35.10147400000005),1697,4742,MARPERSM,MARJORIE@PERSON,-90.035612,35.101474,6,,14,6
POINT (-89.95376499999998 35.123380000000054),322,3501,CENGREEF,CENTRAL AVE@GREER,-89.953765,35.12338,10,,9,4
POINT (-90.05560099999997 35.10197000000005),3041,4990,THIEPESN,THIRD@E PERSON,-90.055601,35.10197,6,,14,6
POINT (-89.90672799999999 35.09150800000003),2408,341,QUIPERWN,QUINCE@PERKINS,-89.906728,35.091508,16,,9,4
POINT (-89.97524199999998 35.17751000000004),1161,1531,HOLPERNF,HOLLYWOOD@PERES,-89.975242,35.17751,8,,7,7
POINT (-90.05218299999996 35.15062100000006),3652,603,FROPOPSN,FRONT@POPLAR,-90.052183,35.150621,3,,8,7
POINT (-89.94837599999994 35.07414000000006),1471,5678,LAMAMEWM,LAMAR AVE@AMERICAN WAY,-89.948376,35.07414,17,,11,5
POINT (-89.98703499999993 35.126026000000024),346,3528,CENNEWWN,CENTRAL AVE@NEW YORK,-89.987035,35.126026,4,,8,4
POINT (-90.05049899999995 35.15670700000004),3644,6536,BASSPRO,BASS PRO SHOPS,-90.050499,35.156707,3,,8,7
POINT (-90.02876799999996 35.115413000000046),1709,4364,MCLAZAEN,MCLEMORE AVE@AZALIA ST,-90.028768,35.115413,6,5,14,5
POINT (-89.96108799999996 35.132618000000036),2372,2052,POPTILWM,POPLAR AVE@TILLMAN ST,-89.961088,35.132618,10,6,9,4
POINT (-90.04532799999998 35.02093200000007),2588,5425,SHEBERWN,SHELBY DR@BERTA,-90.045328,35.020932,9,,13,6
POINT (-89.98420499999997 35.16253100000006),2770,4538,SPRVOLSN,SPRINGDALE@VOLLINTINE,-89.984205,35.162531,8,,7,7
POINT (-89.89657399999999 35.18008400000008),577,1081,COVPLESM,COVINGTON PIKE@PLEASANT VIEW RD,-89.896574,35.180084,24,,2,1
POINT (-89.79994899999997 35.20480800000007),2816,969,STAKATWM,STAGE@KATE BOND,-89.799949,35.204808,27,,,
POINT (-90.06811399999998 35.01889700000004),1190,4933,HORFALNN,HORN LAKER@FALLS RD,-90.068114,35.018897,9,,13,6
POINT (-89.93807999999996 35.17810000000003),1972,6978,ORCNATNM,ORCHI@NATIONAL,-89.93808,35.1781,8,,6,7
POINT (-89.93719399999998 35.031723000000056),958,2616,GETCR1SM,GETWELL@CROWFARN,-89.937194,35.031723,17,,11,3
POINT (-89.95493399999998 35.044313000000045),2995,2550,TCHKENSN,TCHULAHOMA@KENLAND,-89.954934,35.044313,17,,11,3
POINT (-89.89118399999995 35.05059700000004),3522,1769,WINCASEF,WINCHESTER RD@CASTLEMAN ST,-89.891184,35.050597,17,,11,3
POINT (-89.90181699999994 35.04606400000006),1974,7194,OUTCROSF,OUTLAND@CROMWELL,-89.901817,35.046064,17,,11,3
POINT (-90.01513199999994 35.21619400000003),2879,1267,STEPAUSN,STEELE@PAULLUS,-90.015132,35.216194,23,,1,7
POINT (-90.05749499999996 35.086625000000026),1687,5000,MALSTHWF,MALLORY@STHIRD,-90.057495,35.086625,9,,14,6
POINT (-89.94408099999998 35.17144900000005),1277,3728,JACMAYSN,JACKSON AVE@MAYFAIR AVE,-89.944081,35.171449,20,,7,7
POINT (-90.03857999999997 35.11936700000007),1827,6585,MISWALNN,MISSISSIPPI BLVD@WALKER AVE,-90.03858,35.119367,22,5,14,6
POINT (-89.96894999999995 35.09512600000005),1420,6142,KIMLAUWF,KIMBALL@LAUREL,-89.96895,35.095126,13,,5,5
POINT (-90.04100399999999 35.163312000000076),403,1622,CHEFOUEF,CHELSEA@FOURTH,-90.041004,35.163312,7,,7,7
POINT (-89.85615899999999 35.163110000000074),1600,4033,MACGILWN,MACON RD@GILLHAM,-89.856159,35.16311,28,,3,2
POINT (-89.98565899999994 35.10866100000004),2095,2187,PARSAMWN,PARK@SAMPLE ST,-89.985659,35.108661,13,,5,5
POINT (-89.90672999999998 35.10090100000008),2167,3130,PERDEESN,PERKINS@DEE RD,-89.90673,35.100901,16,,9,4
POINT (-89.99138699999997 35.05755300000004),71,6672,AIRPRONF,AIRWAYS@PROFESSIONAL,-89.991387,35.057553,15,,11,3
POINT (-90.03573799999998 35.14292300000005),1368,868,JEFMANWF,JEFFERSON@MANASSAS,-90.035738,35.142923,5,,8,7
POINT (-89.84948599999996 35.03507300000007),2422,2539,RAIFRIWN,RAINES@FRIENDLY WAY,-89.849486,35.035073,14,,10,3
POINT (-90.00076899999999 35.16104900000005),1243,3755,JACEVEWN,JACKSON AVE@EVERGREEN,-90.000769,35.161049,7,,8,7
POINT (-89.79192699999999 35.20254600000004),947,956,GERWOLNF,GERMANTOWN@WOLFCREEK PKWY,-89.791927,35.202546,27,,3,1
POINT (-89.88592799999998 35.05713100000003),1770,1856,MENSCONN,MENDENHALL@SCOTTSDALE,-89.885928,35.057131,14,,11,5
POINT (-89.86681099999998 35.02030400000007),2613,2480,SHEHICEN,SHELBY@HICKORY HILL,-89.866811,35.020304,31,,10,3
POINT (-90.05148499999996 35.10717900000003),1567,5104,LATSPANN,LATHAM@SPARKWAY,-90.051485,35.107179,6,,14,6
POINT (-89.87571399999996 35.18340200000006),2464,7076,RALRIVWF,RALEIGH LAGRANGE@RIVER TRACE,-89.875714,35.183402,28,,2,1
