the_geom,Serial,stopID,stopCode,stopName,Lon,Lat,Shelby County Zip Codes,Memphis 3.0 Focus Anchors Buffers,Memphis 3.0 Planning Districts,City Council Districts
POINT (-89.91780399999999 35.21789600000005),521,7101,COLRICNM,COLEMAN@RICHE,-89.917804,35.217896,24,4,2,1
POINT (-89.86030099999994 35.158461000000045),2499,4038,RESSY1EM,SYCAMORE VIEW@RESOURCES DR,-89.860301,35.158461,28,,3,2
POINT (-89.97595599999994 35.20008400000006),1142,6550,HOLJAMSN,HOLLYWOOD@JAMES,-89.975956,35.200084,23,,1,7
POINT (-89.88460199999997 35.10750000000007),2270,1948,POPESTEN,POPLAR@ESTATE DR,-89.884602,35.1075,18,,4,4
POINT (-89.99043999999998 35.06468400000006),42,5238,AIRDIRSN,AIRWAYS BLVD@DIRECTORS ROW,-89.99044,35.064684,26,,12,5
POINT (-89.93567399999995 35.179903000000024),1252,3725,JACGRASN,JACKSON@GRAGG,-89.935674,35.179903,8,,6,7
POINT (-89.90850499999999 35.19851900000003),2462,1073,RALPARSN,RALEIGH LAGRANGE@PARKVIEW,-89.908505,35.198519,24,,2,1
POINT (-89.87824399999994 35.105961000000036),2301,1951,POPJUNEF,POPLAR@JUNE,-89.878244,35.105961,18,,4,4
POINT (-90.03566799999999 35.16401200000007),460,1626,CHETULEM,CHELSEA@TULLY,-90.035668,35.164012,7,,7,7
POINT (-90.05467799999997 35.12792200000007),3033,4294,THIECANN,THIRD@ECAROLINA,-90.054678,35.127922,22,,8,6
POINT (-89.97674999999998 35.12961100000007),1104,3353,HOLAVENM,HOLLYWOOD@AVERY AVE,-89.97675,35.129611,4,,8,4
POINT (-90.03566499999994 35.15661400000005),1279,3773,JACMCDWN,JACKSON AVE@MCDAVITT,-90.035665,35.156614,7,,7,7
POINT (-89.90836599999994 35.08567500000004),3497,2819,WILCOREN,WILLOW RD@CORNELIA LN,-89.908366,35.085675,16,,9,5
POINT (-90.01990799999999 35.027994000000035),766,5411,FARDAVSF,FARONIA@DAVIDSON,-90.019908,35.027994,15,1,12,3
POINT (-89.93084999999996 35.10411400000004),991,6156,GETSTUSF,GETWELL@STUART,-89.93085,35.104114,10,,9,5
POINT (-89.98074099999997 35.21905000000004),870,1385,FRABROEM,FRAYSER@BROOKMEADE,-89.980741,35.21905,23,,1,1
POINT (-89.92744799999997 35.14904400000006),2908,4108,SUMGRAEF,SUMMER AVE@GRAHAM,-89.927448,35.149044,20,,9,4
POINT (-90.04482299999995 35.18217500000003),2574,444,SECPEANN,2ND ST@PEAR AVE,-90.044823,35.182175,7,,7,7
POINT (-90.04899499999999 35.02693000000005),1100,5443,HODWHISN,HODGE@WHITEVILLE,-90.048995,35.02693,9,,13,6
POINT (-89.86654099999998 35.03460400000006),1047,6359,HICRAISF,E RAINES RD @ HICKORY HILL RD,-89.866541,35.034604,31,,10,3
POINT (-90.01568099999997 35.144265000000075),508,3873,CLEPO1SN,CLEVELAND @ POPLAR,-90.015681,35.144265,4,,8,7
POINT (-89.97872499999994 35.12574300000006),308,3349,CENEDWEN,CENTRAL AVE@EDWIN,-89.978725,35.125743,4,,8,5
POINT (-90.10402199999999 35.032737000000054),645,5615,DOUENCSN,DOUBLE TREE@ENCANTO,-90.104022,35.032737,9,,13,6
POINT (-89.89694499999996 35.03506300000004),2415,7198,RAICHREF,RAINES@CHRYSLER,-89.896945,35.035063,17,,11,3
POINT (-90.04062699999997 35.20670400000006),3481,1277,WHIBENWM,WHITINEY@BENJESTOWN,-90.040627,35.206704,23,,1,7
POINT (-89.89386199999996 35.00591700000007),1144,2527,HOLLAMEM,HOLMES RD@LAMAR AVE,-89.893862,35.005917,17,,11,3
POINT (-90.02548699999994 35.14493900000008),2254,2084,POPCOCWN,POPLAR@COCHRAN,-90.025487,35.144939,5,,8,7
POINT (-90.03053599999998 35.14305600000006),13,835,ADAJEFEN,ADAMS AVE@JEFFERSON AVE,-90.030536,35.143056,3,,8,6
POINT (-90.03781099999998 35.13417500000003),3231,785,VANBOYWF,VANCE@BOYD,-90.037811,35.134175,22,,8,6
POINT (-90.01187799999997 35.13855300000006),1659,759,MADMCNWN,MADISON@MCNEIL,-90.011878,35.138553,4,,8,4
POINT (-90.08666599999998 35.063593000000026),2553,5870,SAXNONNN,SAX@NONCONNAH,-90.086666,35.063593,9,,13,6
POINT (-89.96808199999998 35.11566300000004),2707,3483,SOULUNWN,SOUTHERN@LUNDEE,-89.968082,35.115663,10,,9,4
POINT (-89.80798799999997 35.09553000000005),773,4016,FARGEREN,FARMINGTON RD@GERMANTOWN RD,-89.807988,35.09553,30,,,
POINT (-89.97559099999995 35.173016000000075),1123,3657,HOLGOLSN,HOLLYWOOD@GOLDEN,-89.975591,35.173016,8,,7,7
POINT (-90.04627099999999 35.154311000000064),3092,645,THIOVENN,THIRD@OVERTON,-90.046271,35.154311,5,,8,7
POINT (-89.92133499999994 35.065082000000075),1015,2714,GOOKNINF,GOODLETT ST@KNIGHT ARNOLD,-89.921335,35.065082,17,,11,5
POINT (-89.98313799999994 35.24487700000003),1030,6888,HAWMOUEN,HAWKINS MILL@MOUNTAIN TERRACE,-89.983138,35.244877,23,,1,7
POINT (-89.87950599999994 35.02030400000007),2631,2477,SHEMENEF,SHELBY@MENDENHALL,-89.879506,35.020304,31,,11,3
POINT (-89.99170799999996 35.056767000000036),83,5305,AIRWINSM,AIRWAYS BLVD@WINCHESTER,-89.991708,35.056767,15,,12,3
POINT (-89.94549799999999 35.028234000000054),672,2558,ELMARNSN,ELMRIDGE@ARNOLD,-89.945498,35.028234,17,,11,3
POINT (-89.88583499999999 35.06364700000006),1759,1848,MENHORSN,MENDENHALL RD@HORSESHOE TRL,-89.885835,35.063647,17,,11,3
POINT (-90.03671499999996 35.13391500000006),3230,778,VANBOYEN,VANCE@BOYD,-90.036715,35.133915,22,,8,6
POINT (-89.97006099999999 35.10820200000006),2083,2178,PARPENWF,PARK@PENDLETON,-89.970061,35.108202,13,,5,5
POINT (-89.99856599999998 35.160574000000054),1255,3905,JACHAWEN,JACKSON@HAWTHORNE ST,-89.998566,35.160574,7,,8,7
POINT (-89.84470299999998 35.06437100000005),1848,2625,MTMKIRWF,MTMORIAH RD EX@KIRBY PARKWAY,-89.844703,35.064371,14,,10,3
POINT (-90.00082099999997 35.077811000000054),101,6815,ALCVERWM,ALCY@VERDUN,-90.000821,35.077811,13,,14,5
POINT (-89.89347399999997 35.069146000000046),560,6899,COTLANWN,COTTONWOOD@LANDVIEW,-89.893474,35.069146,17,,11,5
POINT (-89.84377899999998 35.043652000000066),1433,7227,KIRCOUSN,KIRBY@COUNTRY OAKS,-89.843779,35.043652,14,,10,3
POINT (-90.07462199999998 35.00642000000005),1376,4921,JONHOLNF,JONETTA ST@HOLMES RD,-90.074622,35.00642,9,,13,6
POINT (-89.98715099999998 35.10002900000006),58,5328,AIRLOWNN,AIRWAYS BLVD@LOWELL,-89.987151,35.100029,13,,5,5
POINT (-90.04499099999998 35.15802000000008),3006,628,THIAUCSM,THIRD@AUCTION,-90.044991,35.15802,5,,7,7
POINT (-89.85174699999999 35.154462000000024),2829,4028,STAMULEN,MULLIN STATION RD@STATE RD,-89.851747,35.154462,28,,3,1
POINT (-89.91659299999998 35.213846000000046),152,1152,AUSCOLSN,AUSTIN PEAY@COLEMAN,-89.916593,35.213846,24,4,2,1
POINT (-89.92199499999998 35.10723100000007),2067,2339,PARMANEM,PARK AVE@MANITO ST,-89.921995,35.107231,16,,9,5
POINT (-89.95470299999994 35.04340200000007),2993,7088,TCHCHRNF,TCHULAHOMA@CHRISTINE,-89.954703,35.043402,17,,11,3
POINT (-90.08150999999998 35.04419000000007),846,5920,FORMARNF,FORD@MARLOWE,-90.08151,35.04419,9,,13,6
POINT (-90.00891599999994 35.21790600000003),878,430,FRAFRAWN,FRAYSER@FRAYSER SCHOOL,-90.008916,35.217906,23,,1,7
POINT (-89.90374099999997 35.02039800000006),2641,2472,SHEPLEEF,SHELBY DR@PLEASANT HILL,-89.903741,35.020398,17,,11,3
POINT (-89.95445299999994 35.01118100000008),2997,6867,TCHMORNN,TCHULAHOMA RD@MORNINGVIEW RD,-89.954453,35.011181,17,,11,3
POINT (-90.05570499999999 35.13904900000006),3677,704,MLKTROSN,MAIN-MLK JR/OB,-90.055705,35.139049,3,,8,6
POINT (-89.91523599999994 35.10704300000003),2011,2342,PARCHEEF,PARK@CHERRY,-89.915236,35.107043,16,,9,4
POINT (-89.97546599999998 35.220136000000025),2476,1548,RANFRANN,RANGE LINE@FRAYSER,-89.975466,35.220136,23,,1,1
POINT (-90.01429399999995 35.14916200000005),504,3893,CLEOVENN,CLEVELAND@OVERTON PARK,-90.014294,35.149162,4,,8,7
POINT (-90.00837599999994 35.17223300000006),3397,237,WATCHENN,WATKINS@CHELSEA,-90.008376,35.172233,8,,7,7
POINT (-89.93099199999995 35.09902000000005),986,378,GETRHOSF,GETWELL@RHODES,-89.930992,35.09902,10,,5,5
POINT (-89.97746199999995 35.13582300000007),107,3316,ALIMADSN,ALICIA DR@MADISON AVE,-89.977462,35.135823,11,,8,4
POINT (-89.83116099999995 35.03843400000005),2506,7220,RIVCHENN,RIVERDALE@CHESAPEAKE,-89.831161,35.038434,21,,10,2
POINT (-89.83398399999999 35.02026600000005),2646,2485,SHERIVEM,SHELBY@RIVERDALE,-89.833984,35.020266,31,,10,3
POINT (-89.90054899999996 35.16014300000006),1704,3947,MCCGAREN,MCCRORY@GARY ST,-89.900549,35.160143,20,,6,4
POINT (-90.03503599999999 35.164247000000046),459,1627,CHETULEF,CHELSEA@TULLY,-90.035036,35.164247,7,,7,7
POINT (-89.87393399999996 35.10451500000005),2240,1952,POPBROEN,POPLAR@BROOKFIELD,-89.873934,35.104515,18,,4,4
POINT (-89.88399299999998 35.185141000000044),2465,7066,RALROCEF,RALEIGH LAGRANGE@ROCK RIDGE,-89.883993,35.185141,28,,2,1
POINT (-90.04308499999996 35.02078000000006),2671,5520,SHETULEN,SHELBY DR@TULANE,-90.043085,35.02078,9,,13,6
POINT (-90.04392899999999 35.10522100000003),1580,4802,LAUWALNN,LAUDERDALE ST@WALDORF AVE,-90.043929,35.105221,6,,14,6
POINT (-89.93689999999998 35.01530900000006),971,2520,GETHOLSM,GETWELL@HOLMES,-89.9369,35.015309,17,,11,3
POINT (-89.89708799999994 35.020647000000054),2622,2423,SHELAMWN,SHELBY@LAMAR,-89.897088,35.020647,17,,11,3
POINT (-89.92070899999999 35.20538000000005),2777,999,STAAUSWM,STAGE@AUSTIN PEAY,-89.920709,35.20538,24,,2,1
POINT (-89.93122099999994 35.05191200000007),3512,1688,WINAIRWN,WINCHESTER@AIR PARK,-89.931221,35.051912,17,,11,3
POINT (-90.03364999999997 35.15689900000007),1270,3776,JACMANEN,JACKSON AVE@MANASSAS,-90.03365,35.156899,5,,8,7
POINT (-90.08867799999996 35.01979800000004),3029,7097,THIDELNN,THIRD@DELTA,-90.088678,35.019798,9,,13,6
POINT (-90.02753999999999 35.115395000000035),1716,4365,MCLCUMEF,MCLEMORE AVE@CUMMINS ST,-90.02754,35.115395,6,5,14,5
POINT (-89.86047999999994 35.06047600000005),1468,6244,KNIRIDEM,KNIGHT ARNOLD@RIDGEWYCK DR.,-89.86048,35.060476,14,,10,3
POINT (-90.05380399999996 35.03475300000008),2434,5466,RAINEEWM,RAINES@NEELY,-90.053804,35.034753,9,,13,6
POINT (-89.90447499999999 35.069233000000054),550,1842,COTBRAEN,COTTONWOOD@BRANDALE,-89.904475,35.069233,17,,11,5
POINT (-90.04410599999994 35.10521200000005),1579,6935,LAUW1LSF,LAUDERDALE ST@WALDORF AVE,-90.044106,35.105212,6,,14,6
POINT (-90.03661099999994 35.11951800000003),3336,4443,WALPORWN,WALKER@PORTER,-90.036611,35.119518,22,5,14,6
POINT (-89.91144099999997 35.106967000000054),2029,2344,PARFAIEN,PARK@FAIRMEADOW,-89.911441,35.106967,16,,9,4
POINT (-89.83540399999998 35.205643000000066),2851,976,STASUMWF,STAGE RD@SUMMER AVE,-89.835404,35.205643,29,,,
POINT (-89.92632799999996 35.16231400000004),1604,6942,MACGRAWN,MACON@GRAHAM,-89.926328,35.162314,20,,6,4
POINT (-89.92550699999998 35.06893900000006),555,2725,COTCLAEN,COTTONWOOD RD@CLAUDETTE,-89.925507,35.068939,17,,11,5
POINT (-89.88584799999995 35.04428800000005),1754,7201,MENFLONN,MENDENHALL@FLOWERING PEACH,-89.885848,35.044288,14,,10,3
POINT (-89.94744599999996 35.15845900000005),1875,7013,NATGUENN,NATIONAL@GUERNSEY,-89.947446,35.158459,20,,6,4
POINT (-89.98791699999998 35.087267000000054),63,5230,AIRMEMSM,AIRWAYS BLVD@MEMPHIS DEPOT P,-89.987917,35.087267,13,,14,5
POINT (-89.92908499999999 35.20450500000004),1346,1237,JAMRIVEF,JAMES@RIVER GROVE CR,-89.929085,35.204505,24,,2,7
POINT (-89.96916699999997 35.233490000000074),2882,1661,STESCHWF,STELMO@SCHOOLFIELD,-89.969167,35.23349,23,,1,7
POINT (-89.95047599999998 35.16678100000007),1246,3733,JACFARSN,JACKSON AVE@FARMVILLE,-89.950476,35.166781,20,,7,7
POINT (-89.93203199999994 35.08670600000005),663,4195,ELLGETEN,ELLISTON@GETWELL,-89.932032,35.086706,10,,5,5
POINT (-90.01675499999999 35.14414000000005),2247,2079,POPCLAWN,POPLAR@CLAYBROOK,-90.016755,35.14414,4,,8,7
POINT (-89.98554499999995 35.08219800000006),66,5321,AIRPECNN,AIRWAYS BLVD@PECAN CL,-89.985545,35.082198,13,,5,5
POINT (-90.05045799999994 35.14391000000006),3074,636,THIMADNM,3RD ST@MADISION AVE,-90.050458,35.14391,3,,8,6
POINT (-89.93474299999997 35.149196000000074),2919,4106,SUMISAEN,SUMMER AVE@ISABELLE ST,-89.934743,35.149196,20,,9,4
POINT (-90.02510799999999 35.01711900000004),747,5181,ELVWHINN,ELVIS PRESLEY@WHITEHAVEN,-90.025108,35.017119,15,,12,3
POINT (-90.00213799999995 35.15289100000007),1947,6567,NPAEVEEN,N PARKWAY@EVERGREEN,-90.002138,35.152891,11,,8,4
POINT (-89.92448599999994 35.12335600000006),2386,1929,POPWILEM,POPLAR@WILLIAMSBURG,-89.924486,35.123356,16,,9,4
POINT (-89.94809099999998 35.14934400000004),2931,4100,SUMNATEN,SUMMER AVE@NATIONAL ST,-89.948091,35.149344,20,,9,4
POINT (-89.93703099999999 35.13170900000006),3309,3067,WALHIGEN,WALNUT GROVE RD@HIGH POINT TERR,-89.937031,35.131709,10,,9,4
POINT (-89.86239299999994 35.15848300000005),2500,4037,RESSYCEM,RESOURCES DR@SYCAMORE VIEW,-89.862393,35.158483,28,,3,2
POINT (-90.10392399999995 35.03599900000006),2420,7246,RAIDOUWN,RAINES@DOUBLE TREE,-90.103924,35.035999,9,,13,6
POINT (-90.02951499999995 35.020973000000026),2624,5419,SHELINWN,SHELBY DR@LINWOOD,-90.029515,35.020973,15,,12,6
POINT (-89.91204199999999 35.21818300000007),165,1162,AUSYA2NM,AUSTIN PEAY@YALE,-89.912042,35.218183,24,4,2,1
POINT (-90.08254699999998 35.026154000000076),3054,198,THIFORSF,THIRD@FORD,-90.082547,35.026154,9,,13,6
POINT (-89.87786899999998 35.10137600000007),2017,2355,PARCREEN,PARK@WEST CRESTWOOD,-89.877869,35.101376,18,,4,2
POINT (-90.04705599999994 35.11834100000004),3467,4314,WELLACNN,WELLINGTON@LACLEDE,-90.047056,35.118341,22,2,14,6
POINT (-89.97137899999996 35.115755000000036),2686,3486,SOUBUNWM,SOUTHERN@BUNTYN ST,-89.971379,35.115755,10,,9,4
POINT (-89.84694499999995 35.038537000000076),1438,7215,KIRTIMNN,KIRBY@TIMBER TRAIL,-89.846945,35.038537,14,,10,3
POINT (-90.02499399999994 35.042430000000024),744,5187,ELVTIMNN,ELVIS PRESLEY@TIMOTHY,-90.024994,35.04243,15,1,12,6
POINT (-89.91379499999994 35.20604100000003),2790,997,STACOLWN,STAGE@COLEMAN,-89.913795,35.206041,24,,2,1
POINT (-90.05622199999999 35.090468000000044),3055,5067,THIFRANF,THIRD@FRANK,-90.056222,35.090468,9,,14,6
POINT (-90.01969299999996 35.170132000000024),418,1609,CHELEWWN,CHELSEA@LEWIS,-90.019693,35.170132,7,,7,7
POINT (-90.07143999999994 35.03702300000003),3061,5049,THIHORNM,THIRD@HORN LAKE,-90.07144,35.037023,9,,13,6
POINT (-89.92122099999995 35.067004000000054),999,2715,GOOALMNM,GOODLETT ST@ALMO,-89.921221,35.067004,17,,11,5
POINT (-89.95359999999994 35.173470000000066),367,4519,CHEASHWN,CHELSEA AVE@ASH,-89.9536,35.17347,8,,7,7
POINT (-90.02663199999995 35.157192000000066),1254,3768,JACHASWN,JACKSON AVE@HASTINGS ST,-90.026632,35.157192,7,,7,7
POINT (-89.93376799999999 35.00601900000004),1154,2522,HOLMEMEM,HOLMES@MEMPHIS OAKS,-89.933768,35.006019,17,,11,3
POINT (-90.03631499999995 35.163951000000054),456,1619,CHETHOWN,CHELSEA@THOMAS,-90.036315,35.163951,7,,7,7
POINT (-90.02922999999998 35.142867000000024),1360,864,JEFADAWN,JEFFERSON@ADAMS,-90.02923,35.142867,5,,8,6
POINT (-89.84337399999998 35.098866000000044),2348,1963,POPPOPEM,POPLAR@POPLAR WOODS,-89.843374,35.098866,30,,,
POINT (-89.85067699999996 35.15784800000006),1868,4029,MULTHRNN,MULLINS STATION RD@THRUSHCROSS DR,-89.850677,35.157848,28,,3,2
POINT (-89.86448699999994 35.008931000000075),1042,7231,HICGROSN,HICKORY HILL@GROCERY,-89.864487,35.008931,31,,11,3
POINT (-89.97588499999995 35.15832400000005),1134,236,HOLJA1NF,N HOLLYWOOD@JACKSON,-89.975885,35.158324,8,,7,7
POINT (-89.93069099999997 35.07631900000007),122,2668,AMEGETEF,AMERICAN WAY@GETWELL,-89.930691,35.076319,17,,11,5
POINT (-89.94279599999999 35.17216300000007),1218,3194,JACBAYNN,JACKSON AVE@BAYLISS AVE,-89.942796,35.172163,20,,6,4
POINT (-89.89305499999995 35.11154300000004),2374,1945,POPTRUEN,POPLAR@TRUSE PKWY,-89.893055,35.111543,16,,4,4
POINT (-90.04680299999995 35.11579400000005),1742,4354,MCLWELEF,MCLEMORE AVE@WELLINGTON ST,-90.046803,35.115794,6,2,14,6
POINT (-90.01991899999996 35.02696600000007),778,5412,FAROAKSN,FARONIA@OAKWOOD,-90.019919,35.026966,15,,12,3
POINT (-89.93112999999994 35.083836000000076),978,2810,GETMALNF,GETWELL RD@MALLORY,-89.93113,35.083836,10,,9,5
POINT (-90.06289199999998 35.08742100000006),821,4962,FLOGAGNN,FLORIDA@GAGE,-90.062892,35.087421,9,,14,6
POINT (-89.96495899999996 35.134070000000065),2276,2054,POPFENWF,POPLAR@FENWICK,-89.964959,35.13407,10,6,9,4
POINT (-89.81005299999998 35.20450000000005),2773,1033,STAAPPEF,STAGE@APPLING WAY,-89.810053,35.2045,27,,3,1
POINT (-90.03063799999995 35.115459000000044),1713,55,MCLCOLEN,MCLEMORE AVE@COLLEGE ST,-90.030638,35.115459,6,5,14,6
POINT (-89.85240299999998 35.035097000000064),2440,2540,RAIPARWN,RAINES@PARK FOREST,-89.852403,35.035097,14,,10,3
POINT (-89.99995799999994 35.07808700000004),86,6120,ALCJOHWM,ALCY@JOHANNA,-89.999958,35.078087,13,,14,5
POINT (-90.00424399999997 35.13552800000008),3205,3042,UNILEMEN,UNION AVE@LEMASTER ST,-90.004244,35.135528,4,,8,4
POINT (-90.05482099999995 35.12927200000007),3036,4298,THIEGESN,THIRD@EGEORGIA,-90.054821,35.129272,22,,8,6
POINT (-89.91581499999995 35.09944800000005),474,6657,CHEWOONN,CHERRY@WOODCREST,-89.915815,35.099448,16,,9,4
POINT (-90.06515899999994 35.10113000000007),1383,2253,KANDISSN,KANSAS@DISON,-90.065159,35.10113,9,,14,6
POINT (-90.06752699999998 35.06319200000007),265,5279,BROREDEF,BROOKS RD@REDBUD,-90.067527,35.063192,9,,13,6
POINT (-89.89847399999996 35.231764000000055),159,6910,AUSRALNF,AUSTIN PEAY@RALEIGH COMMON,-89.898474,35.231764,24,,2,1
POINT (-89.91570699999994 35.15873400000004),3368,1088,WARFERSN,WARING@FERNDALE,-89.915707,35.158734,20,,6,4
POINT (-89.86429399999997 35.01084300000008),1041,7203,HICFRENF,HICKORY HILL@FREEPORT,-89.864294,35.010843,31,,11,3
POINT (-89.94377599999996 35.03387200000003),2391,2555,PRESHESM,PRESCOTT@SHEMWELL,-89.943776,35.033872,17,,11,3
POINT (-89.89006099999995 35.109939000000054),2266,7138,POPEBREN,POPLAR@E BROOKHAVEN,-89.890061,35.109939,16,,4,4
POINT (-90.01880999999997 35.08325400000007),1933,6131,NORELVEN,NORRIS@ELVIS PRESLEY,-90.01881,35.083254,6,,14,6
POINT (-89.95880599999998 35.149542000000054),2903,4083,SUMFRAWM,SUMMER AVE@FRANKLIN ST,-89.958806,35.149542,11,,6,4
POINT (-90.06993699999998 35.01382000000007),1183,4929,HONPEAEF,HONDURAS@PEACE,-90.069937,35.01382,9,,13,6
POINT (-89.99245199999996 35.142036000000076),2234,2066,POPBELWF,POPLAR@BELLEAIR,-89.992452,35.142036,11,,8,4
POINT (-90.05042299999997 35.14796700000005),2564,617,SECADASM,2ND ST@ADAMS AVE,-90.050423,35.147967,3,,8,6
POINT (-90.05099499999994 35.119575000000054),862,4830,FOUWALNN,FOURTH@WALKER,-90.050995,35.119575,22,,14,6
POINT (-89.85608399999995 35.034898000000055),2444,7212,RAIROSEN,RAINES@ROSEWIND,-89.856084,35.034898,31,,10,3
POINT (-90.03675699999997 35.138911000000064),3207,3018,UNIMARWM,UNION AVE@MARSHALL AVE,-90.036757,35.138911,3,,8,6
POINT (-89.94751799999995 35.16879000000006),1276,4002,JACMAYNN,JACKSON@MAYFLOWER,-89.947518,35.16879,20,,6,7
POINT (-90.05111099999993 35.14250700000008),3112,635,THIUNINN,THIRD@UNION,-90.051111,35.142507,3,,8,6
POINT (-89.90059199999996 35.03535500000004),2437,1830,RAIOUTWN,E RAINES RD@OUTLAND RD,-89.900592,35.035355,17,,11,3
POINT (-90.02534999999995 35.16783000000004),429,1633,CHEMOREN,CHELSEA@MOREHEAD,-90.02535,35.16783,7,,7,7
POINT (-89.93110999999999 35.040185000000065),24,2605,AIRAIRNN,AIR PARK@AIR PARK CV,-89.93111,35.040185,17,,11,3
POINT (-90.07440099999997 35.01432100000005),1180,4927,HONHONEN,HONDURAS@HONDURAS CV,-90.074401,35.014321,9,,13,6
POINT (-90.03747999999996 35.10568400000005),1700,4738,MARWALSN,MARJORIE@WALDORF,-90.03748,35.105684,6,,14,6
POINT (-89.87887899999998 35.162041000000045),2959,4045,SUMVIRWM,SUMMER AVE@VIRGINIA  RUN,-89.878879,35.162041,28,,2,1
POINT (-90.08021499999995 35.028549000000055),3017,7143,THIBLASN,THIRD@BLANCHE,-90.080215,35.028549,9,,13,6
POINT (-90.00340399999999 35.10883300000006),2742,2302,SPAOAKEF,SOUTH PARKWAY@OAKLAWN,-90.003404,35.108833,13,,14,5
POINT (-89.90748599999995 35.06236500000006),1465,2789,KNIPEREM,KNIGHT ARNOLD@PERKINS RD,-89.907486,35.062365,17,,11,5
POINT (-89.92055999999997 35.162172000000055),1631,6941,MACVAUWN,MACON@VAUGHN,-89.92056,35.162172,20,,6,4
POINT (-89.91937199999995 35.006002000000024),1150,2524,HOLMALEN,HOLMES@MALONE,-89.919372,35.006002,17,,11,3
POINT (-89.86511799999994 35.09983500000004),2089,2361,PARPRIEM,PARK@PRIMACY PKWY,-89.865118,35.099835,18,,4,2
POINT (-90.06307999999996 35.08780500000006),822,4888,FLOGAGSN,FLORIDA@GAGE,-90.06308,35.087805,9,,14,6
POINT (-89.95414199999999 35.10767800000008),2040,2325,PARGREEN,PARK@GREER,-89.954142,35.107678,10,,5,5
POINT (-89.82796599999995 35.04921500000006),3570,1802,WINMALWM,WINCHESTER RD@ MALCO WAY,-89.827966,35.049215,21,,10,2
POINT (-90.04176499999994 35.12451500000003),1821,4404,MISCRUSN,MISSISSIPPI BLVD@PEARL PL,-90.041765,35.124515,22,3,14,6
POINT (-90.02699299999995 35.14493100000004),2262,1883,POPDECEN,POPLAR@DECATUR,-90.026993,35.144931,5,,8,6
POINT (-90.04801899999995 35.15710000000007),3693,505,WHTCTRLY-WHTC,WHTC@MAIN,-90.048019,35.1571,3,,8,7
POINT (-89.88625799999994 35.04840900000005),1755,1821,MENFLOS2,MENDENHALL@FLOWERING PEACH,-89.886258,35.048409,14,,11,3
POINT (-89.86198599999994 35.07186500000006),1859,2629,MTMRI2WN,MTMORIAH EXT@RIDGEWAY RD,-89.861986,35.071865,18,,10,3
POINT (-90.03980799999994 35.121556000000055),1829,4446,MISWICNF,MISSISSIPPI BLVD@WICKS AVE,-90.039808,35.121556,22,3,14,6
POINT (-90.02176699999995 35.11232800000005),196,5106,BELORGSM,BELLEVUE@ORGILL,-90.021767,35.112328,6,,14,5
POINT (-89.86682299999995 35.17045600000006),2984,4133,SYCSHESM,SYCAMORE VIEW@SHELBY OAKS DR,-89.866823,35.170456,28,,3,1
POINT (-89.90611399999995 35.22409000000005),156,6835,AUSLAKNF,AUSTIN PEAY@LAKEHURST,-89.906114,35.22409,24,4,2,1
POINT (-90.00390499999997 35.20848500000005),3444,1503,WATWHISN,WATKINS@WHITNEY,-90.003905,35.208485,23,,1,7
POINT (-89.91430299999996 35.20689100000004),516,1130,COLMAGNN,COLEMAN@MAGEVNEY,-89.914303,35.206891,24,,2,1
POINT (-89.96381899999994 35.030039000000045),2969,7248,SWIMEDSM,SWINNEA@MEDTRONIC,-89.963819,35.030039,17,,11,3
POINT (-89.83779799999996 35.20523700000007),2865,1025,STAWHIEM,STAGE@WHITTEN,-89.837798,35.205237,28,,,
POINT (-90.05611899999997 35.05315400000006),1894,5488,NEEMITNM,NEELY@MITCHELL RD,-90.056119,35.053154,9,,13,6
POINT (-90.01966099999999 35.032534000000055),784,5400,FARWESNF,FARONIA@WESLEY,-90.019661,35.032534,15,1,12,3
POINT (-89.75446599999998 35.202514000000065),209,960,BERMORNF,BERRYHILL@MORNING PARK,-89.754466,35.202514,34,,3,1
POINT (-89.99091299999998 35.12116700000007),540,3382,COONELNM,COOPER@NELSON AVE,-89.990913,35.121167,4,,8,5
POINT (-89.97509399999996 35.18084300000004),1125,6918,HOLHEANN,HOLLYWOOD@HEARD,-89.975094,35.180843,8,,7,7
POINT (-90.06998199999998 35.102006000000074),2177,7059,PERHANWN,PERSON@HANAUER,-90.069982,35.102006,9,,14,6
POINT (-89.92570999999998 35.03716700000007),2431,7181,RAIHOMWN,RAINES@HOMEWOOD,-89.92571,35.037167,17,,11,3
POINT (-89.92154499999998 35.06485900000007),1017,2702,GOOKNISN,GOODLETT ST@KNIGHT ARNOLD R,-89.921545,35.064859,17,,11,5
POINT (-89.91301699999997 35.093957000000046),2402,3155,QUIFLAWN,QUINCE RD@FLAMINGO RD,-89.913017,35.093957,16,,9,5
POINT (-90.02516799999995 35.046560000000056),685,5139,ELVCOLSF,ELVIS PRESLEY@COLONIAL OAK LN,-90.025168,35.04656,15,1,12,6
POINT (-90.01469099999997 35.08970500000004),3373,4608,WARMERSN,WARREN@MERLIN,-90.014691,35.089705,6,,14,5
POINT (-90.04891799999996 35.14752000000004),21,844,ADATHIWN,ADAMS@THIRD,-90.048918,35.14752,3,,8,6
POINT (-89.97990699999997 35.17470800000007),457,1527,CHETREEN,CHELSEA@TREZEVANT,-89.979907,35.174708,8,,7,7
POINT (-90.01454499999994 35.138652000000036),1668,728,MADWATEN,MADISON AVE@WATKINS ST,-90.014545,35.138652,4,,8,6
